Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
ORD-2023-01835,2023-06-21,2023-06-24,Second Class,CUST-0208,Linda Anderson,Corporate,United States,Cambridge,Massachusetts,East,PROD-FUR-9269,Furniture,Tables,Conference Table,280.1,1,0.1,19.77
ORD-2022-01836,2022-07-30,2022-08-03,First Class,CUST-0009,John Taylor,Home Office,United States,Denver,Colorado,West,PROD-TEC-4633,Technology,Computers,Lenovo ThinkPad,639.65,2,0.3,18.06
ORD-2021-01837,2021-04-06,2021-04-11,Standard Class,CUST-0294,Susan Martin,Corporate,United States,Baton Rouge,Louisiana,South,PROD-FUR-1058,Furniture,Tables,Side Table,443.14,2,0.3,-46.23
ORD-2022-01838,2022-10-23,2022-10-27,First Class,CUST-0327,David Martinez,Corporate,United States,Richmond,Virginia,East,PROD-OFF-8257,Office Supplies,Fasteners,Rubber Bands,24.14,1,0.3,-0.16
ORD-2023-01839,2023-05-16,2023-05-18,First Class,CUST-0280,Karen Clark,Corporate,United States,Philadelphia,Pennsylvania,East,PROD-OFF-3860,Office Supplies,Fasteners,Stapler,52.19,1,0.3,2.25
ORD-2023-01840,2023-04-04,2023-04-08,First Class,CUST-0347,David Martinez,Consumer,United States,Savannah,Georgia,South,PROD-FUR-9269,Furniture,Tables,Conference Table,1267.97,3,0.2,-23.55
ORD-2023-01841,2023-05-08,2023-05-11,Second Class,CUST-0396,Jessica Garcia,Consumer,United States,Charlotte,North Carolina,South,PROD-OFF-6972,Office Supplies,Paper,Photo Paper,181.91,2,0.1,44.17
ORD-2022-01842,2022-06-22,2022-06-29,Standard Class,CUST-0150,Barbara Thomas,Consumer,United States,Savannah,Georgia,South,PROD-OFF-5251,Office Supplies,Paper,Sticky Notes Pack,202.5,3,0.0,66.78
ORD-2021-01843,2021-02-09,2021-02-15,Standard Class,CUST-0397,Thomas Moore,Home Office,United States,Seattle,Washington,West,PROD-TEC-2686,Technology,Computers,HP Spectre,152.82,1,0.5,-21.76
ORD-2023-01844,2023-06-19,2023-06-25,Standard Class,CUST-0133,Richard Harris,Home Office,United States,Birmingham,Alabama,South,PROD-FUR-8074,Furniture,Tables,Standing Desk,216.15,2,0.3,-36.4
ORD-2021-01845,2021-06-04,2021-06-11,Standard Class,CUST-0058,Sarah Rodriguez,Corporate,United States,Richmond,Virginia,East,PROD-OFF-1800,Office Supplies,Art,Colored Pencils,187.3,3,0.2,9.45
ORD-2021-01846,2021-08-22,2021-08-29,Standard Class,CUST-0271,William Jackson,Home Office,United States,New Orleans,Louisiana,South,PROD-FUR-4906,Furniture,Storage,Drawer Unit,615.98,1,0.0,66.62
ORD-2021-01847,2021-07-10,2021-07-15,Standard Class,CUST-0230,Barbara Thomas,Consumer,United States,San Francisco,California,West,PROD-OFF-1800,Office Supplies,Art,Colored Pencils,349.47,4,0.2,38.58
ORD-2021-01848,2021-04-09,2021-04-16,Standard Class,CUST-0323,Robert Smith,Home Office,United States,Las Vegas,Nevada,West,PROD-OFF-1694,Office Supplies,Binders,Presentation Folder,64.44,2,0.0,25.92
ORD-2023-01849,2023-04-30,2023-05-05,Second Class,CUST-0395,Joseph Thompson,Corporate,United States,Denver,Colorado,West,PROD-FUR-0848,Furniture,Tables,Coffee Table,443.17,1,0.0,41.8
ORD-2022-01850,2022-11-26,2022-11-26,Same Day,CUST-0329,John Taylor,Home Office,United States,Saint Paul,Minnesota,Central,PROD-TEC-7097,Technology,Phones,OnePlus 11,211.7,1,0.1,43.87
ORD-2021-01851,2021-08-19,2021-08-23,Second Class,CUST-0057,Thomas Moore,Consumer,United States,Nashville,Tennessee,South,PROD-TEC-4080,Technology,Monitors,"Dell UltraSharp 24""",203.17,1,0.4,-3.83
ORD-2022-01852,2022-05-07,2022-05-11,Second Class,CUST-0030,Barbara Thomas,Home Office,United States,Montgomery,Alabama,South,PROD-TEC-3179,Technology,Phones,iPhone 14,870.02,2,0.3,51.19
ORD-2023-01853,2023-02-21,2023-02-24,Second Class,CUST-0329,John Taylor,Corporate,United States,Boston,Massachusetts,East,PROD-OFF-4823,Office Supplies,Art,Sketch Pad,45.21,1,0.0,13.53
ORD-2021-01854,2021-10-20,2021-10-27,Standard Class,CUST-0192,Elizabeth White,Consumer,United States,Saint Paul,Minnesota,Central,PROD-TEC-1559,Technology,Phones,Samsung Galaxy S23,312.35,1,0.2,32.31
ORD-2022-01855,2022-05-25,2022-06-01,Standard Class,CUST-0137,Thomas Moore,Home Office,United States,New Orleans,Louisiana,South,PROD-OFF-6972,Office Supplies,Paper,Photo Paper,429.25,5,0.1,94.24
ORD-2022-01856,2022-08-25,2022-08-31,Standard Class,CUST-0069,John Taylor,Home Office,United States,Birmingham,Alabama,South,PROD-TEC-4080,Technology,Monitors,"Dell UltraSharp 24""",1749.57,3,0.0,381.26
ORD-2023-01857,2023-12-28,2023-12-31,First Class,CUST-0399,Charles Lewis,Corporate,United States,Dallas,Texas,Central,PROD-FUR-0848,Furniture,Tables,Coffee Table,399.15,1,0.2,-2.14
ORD-2023-01858,2023-07-15,2023-07-15,Same Day,CUST-0266,Patricia Johnson,Corporate,United States,Spokane,Washington,West,PROD-OFF-1800,Office Supplies,Art,Colored Pencils,45.12,1,0.3,2.43
ORD-2023-01859,2023-04-06,2023-04-10,First Class,CUST-0398,Sarah Rodriguez,Home Office,United States,Grand Rapids,Michigan,Central,PROD-TEC-9099,Technology,Computers,Dell XPS 15,564.53,1,0.0,120.35
ORD-2021-01860,2021-12-23,2021-12-28,Standard Class,CUST-0132,Elizabeth White,Consumer,United States,Nashville,Tennessee,South,PROD-TEC-0153,Technology,Accessories,USB Hub,766.87,2,0.1,111.22
ORD-2023-01861,2023-07-19,2023-07-23,First Class,CUST-0299,Charles Lewis,Corporate,United States,Charlotte,North Carolina,South,PROD-FUR-8074,Furniture,Tables,Standing Desk,569.26,1,0.0,64.77
ORD-2023-01862,2023-09-05,2023-09-08,First Class,CUST-0285,Michael Brown,Home Office,United States,Pittsburgh,Pennsylvania,East,PROD-FUR-9269,Furniture,Tables,Conference Table,426.54,1,0.2,-4.71
ORD-2022-01863,2022-09-09,2022-09-15,Standard Class,CUST-0269,John Taylor,Consumer,United States,Montgomery,Alabama,South,PROD-OFF-1694,Office Supplies,Binders,Presentation Folder,209.27,4,0.1,34.11
ORD-2022-01864,2022-01-24,2022-01-26,Same Day,CUST-0044,Jennifer Davis,Consumer,United States,Boulder,Colorado,West,PROD-OFF-0722,Office Supplies,Binders,3-Ring Binder,72.45,1,0.2,2.16
ORD-2023-01865,2023-08-14,2023-08-16,First Class,CUST-0316,Jessica Garcia,Home Office,United States,Boston,Massachusetts,East,PROD-TEC-3179,Technology,Phones,iPhone 14,829.31,1,0.0,168.24
ORD-2022-01866,2022-02-23,2022-02-28,Second Class,CUST-0254,Susan Martin,Corporate,United States,Portland,Oregon,West,PROD-TEC-0171,Technology,Accessories,Logitech Mouse,350.62,1,0.0,90.71
ORD-2023-01867,2023-02-25,2023-03-04,Standard Class,CUST-0342,Maria Garcia,Home Office,United States,Orlando,Florida,East,PROD-TEC-7097,Technology,Phones,OnePlus 11,1194.94,2,0.3,-70.68
ORD-2022-01868,2022-04-21,2022-04-27,Standard Class,CUST-0219,Charles Lewis,Corporate,United States,Richmond,Virginia,East,PROD-FUR-8074,Furniture,Tables,Standing Desk,703.18,2,0.0,79.28
ORD-2021-01869,2021-03-11,2021-03-15,Second Class,CUST-0206,Patricia Johnson,Home Office,United States,Boulder,Colorado,West,PROD-OFF-7317,Office Supplies,Fasteners,Tape Dispenser,244.91,4,0.1,46.59
ORD-2023-01870,2023-04-17,2023-04-24,Standard Class,CUST-0221,James Wilson,Home Office,United States,New York City,New York,East,PROD-FUR-0965,Furniture,Bookcases,5-Shelf Bookcase,461.36,2,0.0,17.26
ORD-2022-01871,2022-09-22,2022-09-27,Standard Class,CUST-0364,Jennifer Davis,Consumer,United States,Detroit,Michigan,Central,PROD-OFF-1565,Office Supplies,Art,Markers Set,46.85,1,0.2,4.34
ORD-2023-01872,2023-04-09,2023-04-14,Standard Class,CUST-0255,Joseph Thompson,Corporate,United States,Chicago,Illinois,Central,PROD-OFF-1694,Office Supplies,Binders,Presentation Folder,65.72,2,0.0,19.16
ORD-2022-01873,2022-01-03,2022-01-03,Same Day,CUST-0356,Jessica Garcia,Corporate,United States,Charlotte,North Carolina,South,PROD-TEC-3592,Technology,Monitors,"Samsung 32"" Curved",401.48,1,0.1,79.65
ORD-2022-01874,2022-09-03,2022-09-07,Second Class,CUST-0159,Charles Lewis,Corporate,United States,Denver,Colorado,West,PROD-OFF-7317,Office Supplies,Fasteners,Tape Dispenser,81.87,1,0.0,31.09
ORD-2023-01875,2023-12-31,2024-01-05,Standard Class,CUST-0397,Thomas Moore,Consumer,United States,Nashville,Tennessee,South,PROD-FUR-3856,Furniture,Storage,Storage Ottoman,139.53,1,0.2,-12.72
ORD-2021-01876,2021-05-27,2021-05-31,First Class,CUST-0018,Sarah Rodriguez,Home Office,United States,Houston,Texas,Central,PROD-OFF-8257,Office Supplies,Fasteners,Rubber Bands,76.59,1,0.2,9.72
ORD-2022-01877,2022-12-12,2022-12-18,Standard Class,CUST-0197,Thomas Moore,Consumer,United States,Dallas,Texas,Central,PROD-OFF-1283,Office Supplies,Binders,Spiral Notebook,97.57,1,0.1,22.48
ORD-2021-01878,2021-06-11,2021-06-14,Second Class,CUST-0165,Michael Brown,Corporate,United States,Austin,Texas,Central,PROD-TEC-0171,Technology,Accessories,Logitech Mouse,252.9,1,0.1,65.19
ORD-2023-01879,2023-03-27,2023-04-02,Standard Class,CUST-0243,Robert Smith,Consumer,United States,Cleveland,Ohio,Central,PROD-OFF-1800,Office Supplies,Art,Colored Pencils,149.72,2,0.0,41.67
ORD-2022-01880,2022-10-01,2022-10-07,Standard Class,CUST-0010,Barbara Thomas,Consumer,United States,Portland,Oregon,West,PROD-OFF-0722,Office Supplies,Binders,3-Ring Binder,175.89,3,0.0,46.9
ORD-2021-01881,2021-11-25,2021-11-29,First Class,CUST-0375,Joseph Thompson,Consumer,United States,Philadelphia,Pennsylvania,East,PROD-OFF-6972,Office Supplies,Paper,Photo Paper,115.52,2,0.0,32.99
ORD-2021-01882,2021-02-13,2021-02-18,Second Class,CUST-0277,Thomas Moore,Consumer,United States,Orlando,Florida,East,PROD-OFF-6175,Office Supplies,Fasteners,Paper Clips Box,59.42,2,0.2,5.13
ORD-2023-01883,2023-06-15,2023-06-18,Second Class,CUST-0105,Michael Brown,Home Office,United States,Cambridge,Massachusetts,East,PROD-TEC-0171,Technology,Accessories,Logitech Mouse,1080.0,5,0.0,299.22
ORD-2023-01884,2023-08-18,2023-08-23,Standard Class,CUST-0258,Sarah Rodriguez,Home Office,United States,Arlington,Virginia,East,PROD-TEC-8865,Technology,Computers,MacBook Pro,1797.31,4,0.2,197.41
ORD-2021-01885,2021-08-29,2021-09-03,Second Class,CUST-0048,Linda Anderson,Home Office,United States,Reno,Nevada,West,PROD-TEC-2094,Technology,Monitors,"LG 27"" 4K",1157.78,2,0.0,301.25
ORD-2021-01886,2021-07-17,2021-07-23,Standard Class,CUST-0284,Jennifer Davis,Corporate,United States,Chicago,Illinois,Central,PROD-TEC-9099,Technology,Computers,Dell XPS 15,1250.52,3,0.0,321.88
ORD-2023-01887,2023-04-06,2023-04-12,Standard Class,CUST-0351,William Jackson,Home Office,United States,Portland,Oregon,West,PROD-FUR-9269,Furniture,Tables,Conference Table,368.8,2,0.0,64.77
ORD-2022-01888,2022-07-13,2022-07-19,Standard Class,CUST-0152,Elizabeth White,Corporate,United States,Philadelphia,Pennsylvania,East,PROD-FUR-0848,Furniture,Tables,Coffee Table,822.38,2,0.1,17.95
ORD-2023-01889,2023-03-11,2023-03-16,Second Class,CUST-0294,Susan Martin,Corporate,United States,Denver,Colorado,West,PROD-OFF-0722,Office Supplies,Binders,3-Ring Binder,98.34,2,0.0,32.66
ORD-2023-01890,2023-04-15,2023-04-21,Standard Class,CUST-0360,Karen Clark,Home Office,United States,Orlando,Florida,East,PROD-FUR-3856,Furniture,Storage,Storage Ottoman,1101.7,5,0.0,122.43
ORD-2023-01891,2023-12-31,2024-01-05,Standard Class,CUST-0192,Elizabeth White,Corporate,United States,Savannah,Georgia,South,PROD-TEC-1559,Technology,Phones,Samsung Galaxy S23,1775.94,3,0.0,362.34
ORD-2023-01892,2023-03-17,2023-03-23,Standard Class,CUST-0203,Robert Smith,Consumer,United States,Atlanta,Georgia,South,PROD-FUR-2026,Furniture,Storage,Filing Cabinet,129.6,1,0.3,-13.21
ORD-2021-01893,2021-01-17,2021-01-22,Second Class,CUST-0062,Maria Garcia,Consumer,United States,Savannah,Georgia,South,PROD-TEC-8865,Technology,Computers,MacBook Pro,416.03,2,0.1,71.84
ORD-2021-01894,2021-03-01,2021-03-06,Standard Class,CUST-0012,Elizabeth White,Home Office,United States,Miami,Florida,East,PROD-OFF-6972,Office Supplies,Paper,Photo Paper,52.34,1,0.2,8.57
ORD-2023-01895,2023-01-21,2023-01-26,Standard Class,CUST-0295,Joseph Thompson,Home Office,United States,Columbus,Ohio,Central,PROD-OFF-1694,Office Supplies,Binders,Presentation Folder,251.13,3,0.1,57.09
ORD-2022-01896,2022-12-16,2022-12-19,First Class,CUST-0152,Elizabeth White,Home Office,United States,Boston,Massachusetts,East,PROD-TEC-2094,Technology,Monitors,"LG 27"" 4K",221.37,1,0.4,-19.4
ORD-2022-01897,2022-07-31,2022-08-04,Second Class,CUST-0116,Jessica Garcia,Home Office,United States,Cleveland,Ohio,Central,PROD-OFF-0722,Office Supplies,Binders,3-Ring Binder,20.9,1,0.2,1.83
ORD-2022-01898,2022-03-09,2022-03-15,Standard Class,CUST-0391,William Jackson,Corporate,United States,San Diego,California,West,PROD-TEC-7097,Technology,Phones,OnePlus 11,458.8,1,0.0,163.03
ORD-2021-01899,2021-04-18,2021-04-24,Standard Class,CUST-0195,Joseph Thompson,Consumer,United States,Birmingham,Alabama,South,PROD-TEC-8839,Technology,Accessories,Mechanical Keyboard,664.13,1,0.2,60.62
ORD-2021-01900,2021-01-22,2021-01-29,Standard Class,CUST-0079,Charles Lewis,Corporate,United States,Boston,Massachusetts,East,PROD-FUR-1058,Furniture,Tables,Side Table,1032.92,2,0.0,180.93
ORD-2021-01901,2021-05-26,2021-05-31,Standard Class,CUST-0349,John Taylor,Consumer,United States,Atlanta,Georgia,South,PROD-TEC-0171,Technology,Accessories,Logitech Mouse,840.37,1,0.0,207.29
ORD-2023-01902,2023-05-17,2023-05-24,Standard Class,CUST-0226,Patricia Johnson,Home Office,United States,Las Vegas,Nevada,West,PROD-OFF-5251,Office Supplies,Paper,Sticky Notes Pack,48.98,2,0.0,13.54
ORD-2022-01903,2022-10-31,2022-11-07,Standard Class,CUST-0136,Jessica Garcia,Consumer,United States,Portland,Oregon,West,PROD-TEC-0153,Technology,Accessories,USB Hub,267.53,1,0.0,75.92
ORD-2023-01904,2023-08-16,2023-08-20,Second Class,CUST-0371,William Jackson,Corporate,United States,Memphis,Tennessee,South,PROD-TEC-9124,Technology,Phones,Google Pixel 7,482.9,2,0.5,-121.01
ORD-2023-01905,2023-04-09,2023-04-13,Second Class,CUST-0170,Barbara Thomas,Corporate,United States,Denver,Colorado,West,PROD-OFF-8257,Office Supplies,Fasteners,Rubber Bands,82.23,5,0.4,0.1
ORD-2023-01906,2023-08-01,2023-08-06,Standard Class,CUST-0192,Elizabeth White,Home Office,United States,Denver,Colorado,West,PROD-TEC-5897,Technology,Accessories,Webcam HD,475.7,1,0.2,28.84
ORD-2022-01907,2022-06-28,2022-07-03,Standard Class,CUST-0329,John Taylor,Consumer,United States,Atlanta,Georgia,South,PROD-TEC-3592,Technology,Monitors,"Samsung 32"" Curved",979.29,3,0.0,276.45
ORD-2021-01908,2021-10-22,2021-10-27,Second Class,CUST-0358,Sarah Rodriguez,Corporate,United States,Philadelphia,Pennsylvania,East,PROD-OFF-5493,Office Supplies,Art,Watercolors,124.66,2,0.0,39.02
ORD-2021-01909,2021-10-01,2021-10-06,Standard Class,CUST-0203,Robert Smith,Corporate,United States,Philadelphia,Pennsylvania,East,PROD-OFF-6175,Office Supplies,Fasteners,Paper Clips Box,54.28,1,0.0,18.91
ORD-2021-01910,2021-11-23,2021-11-30,Standard Class,CUST-0174,Susan Martin,Home Office,United States,New Orleans,Louisiana,South,PROD-FUR-0848,Furniture,Tables,Coffee Table,1175.76,2,0.0,200.78
ORD-2021-01911,2021-01-01,2021-01-08,Standard Class,CUST-0097,Thomas Moore,Consumer,United States,New York City,New York,East,PROD-TEC-8865,Technology,Computers,MacBook Pro,1234.04,2,0.0,319.02
ORD-2021-01912,2021-05-25,2021-05-30,Second Class,CUST-0077,Thomas Moore,Home Office,United States,Orlando,Florida,East,PROD-FUR-9269,Furniture,Tables,Conference Table,2606.72,5,0.1,-80.45
ORD-2021-01913,2021-09-17,2021-09-19,First Class,CUST-0227,David Martinez,Corporate,United States,Reno,Nevada,West,PROD-FUR-8739,Furniture,Chairs,Executive Chair,1623.48,3,0.2,16.02
ORD-2023-01914,2023-03-17,2023-03-19,First Class,CUST-0110,Barbara Thomas,Home Office,United States,New Orleans,Louisiana,South,PROD-TEC-8865,Technology,Computers,MacBook Pro,443.02,1,0.2,7.19
ORD-2022-01915,2022-03-24,2022-03-29,Standard Class,CUST-0213,Richard Harris,Home Office,United States,Pittsburgh,Pennsylvania,East,PROD-OFF-0722,Office Supplies,Binders,3-Ring Binder,141.86,2,0.1,32.66
ORD-2022-01916,2022-03-01,2022-03-04,Second Class,CUST-0122,Maria Garcia,Corporate,United States,Reno,Nevada,West,PROD-FUR-2026,Furniture,Storage,Filing Cabinet,1656.36,4,0.1,142.47
ORD-2021-01917,2021-03-18,2021-03-23,Second Class,CUST-0153,Richard Harris,Home Office,United States,Eugene,Oregon,West,PROD-TEC-8839,Technology,Accessories,Mechanical Keyboard,1082.76,2,0.0,294.69
ORD-2023-01918,2023-11-03,2023-11-09,Standard Class,CUST-0216,Jessica Garcia,Consumer,United States,Spokane,Washington,West,PROD-FUR-9298,Furniture,Chairs,Task Chair,427.18,2,0.2,-35.76
ORD-2023-01919,2023-04-10,2023-04-17,Standard Class,CUST-0340,Karen Clark,Corporate,United States,Minneapolis,Minnesota,Central,PROD-FUR-8074,Furniture,Tables,Standing Desk,1162.29,3,0.0,150.4
ORD-2023-01920,2023-09-22,2023-09-25,Second Class,CUST-0054,Susan Martin,Home Office,United States,Memphis,Tennessee,South,PROD-OFF-6420,Office Supplies,Paper,Cardstock,74.4,2,0.0,20.78
ORD-2021-01921,2021-06-08,2021-06-15,Standard Class,CUST-0260,Karen Clark,Corporate,United States,Tampa,Florida,East,PROD-OFF-6175,Office Supplies,Fasteners,Paper Clips Box,154.71,3,0.1,29.1
ORD-2022-01922,2022-03-02,2022-03-08,Standard Class,CUST-0397,Thomas Moore,Corporate,United States,Boulder,Colorado,West,PROD-FUR-8739,Furniture,Chairs,Executive Chair,236.1,2,0.3,-32.71
ORD-2021-01923,2021-07-26,2021-08-02,Standard Class,CUST-0300,Karen Clark,Home Office,United States,Chicago,Illinois,Central,PROD-TEC-2686,Technology,Computers,HP Spectre,2053.24,4,0.0,308.11
ORD-2021-01924,2021-05-30,2021-06-05,Standard Class,CUST-0224,Jennifer Davis,Home Office,United States,San Francisco,California,West,PROD-OFF-4823,Office Supplies,Art,Sketch Pad,56.95,1,0.0,16.63
ORD-2021-01925,2021-11-27,2021-12-04,Standard Class,CUST-0237,Thomas Moore,Home Office,United States,Philadelphia,Pennsylvania,East,PROD-OFF-5493,Office Supplies,Art,Watercolors,47.61,1,0.3,1.79
ORD-2023-01926,2023-09-17,2023-09-24,Standard Class,CUST-0280,Karen Clark,Corporate,United States,Atlanta,Georgia,South,PROD-TEC-4633,Technology,Computers,Lenovo ThinkPad,393.17,2,0.1,64.9
ORD-2023-01927,2023-01-28,2023-02-03,Standard Class,CUST-0383,Robert Smith,Home Office,United States,Las Vegas,Nevada,West,PROD-FUR-9533,Furniture,Chairs,Gaming Chair,913.94,2,0.0,82.82
ORD-2023-01928,2023-03-04,2023-03-11,Standard Class,CUST-0278,Sarah Rodriguez,Consumer,United States,Detroit,Michigan,Central,PROD-OFF-5493,Office Supplies,Art,Watercolors,162.43,2,0.2,23.05
ORD-2021-01929,2021-05-02,2021-05-05,Second Class,CUST-0214,Susan Martin,Consumer,United States,Boulder,Colorado,West,PROD-TEC-4633,Technology,Computers,Lenovo ThinkPad,627.27,3,0.0,158.54
ORD-2023-01930,2023-07-10,2023-07-14,Second Class,CUST-0143,Robert Smith,Corporate,United States,Birmingham,Alabama,South,PROD-TEC-7097,Technology,Phones,OnePlus 11,146.17,1,0.4,-3.78
ORD-2021-01931,2021-12-19,2021-12-25,Standard Class,CUST-0141,James Wilson,Consumer,United States,Baton Rouge,Louisiana,South,PROD-FUR-7576,Furniture,Bookcases,Wall Bookcase,662.12,4,0.0,95.25
ORD-2023-01932,2023-12-24,2023-12-27,First Class,CUST-0350,Barbara Thomas,Consumer,United States,San Francisco,California,West,PROD-OFF-6175,Office Supplies,Fasteners,Paper Clips Box,150.7,2,0.3,1.58
ORD-2022-01933,2022-06-10,2022-06-13,First Class,CUST-0036,Jessica Garcia,Home Office,United States,Dallas,Texas,Central,PROD-FUR-7576,Furniture,Bookcases,Wall Bookcase,183.23,1,0.0,28.0
ORD-2023-01934,2023-05-23,2023-05-28,Standard Class,CUST-0163,Robert Smith,Corporate,United States,Nashville,Tennessee,South,PROD-TEC-9099,Technology,Computers,Dell XPS 15,352.7,2,0.4,-61.9
ORD-2022-01935,2022-09-03,2022-09-06,First Class,CUST-0079,Charles Lewis,Consumer,United States,San Francisco,California,West,PROD-TEC-4633,Technology,Computers,Lenovo ThinkPad,297.99,1,0.3,-4.53
ORD-2022-01936,2022-04-03,2022-04-10,Standard Class,CUST-0398,Sarah Rodriguez,Corporate,United States,Atlanta,Georgia,South,PROD-TEC-0171,Technology,Accessories,Logitech Mouse,1388.24,2,0.2,114.9
ORD-2023-01937,2023-09-02,2023-09-07,Second Class,CUST-0250,Barbara Thomas,Consumer,United States,Spokane,Washington,West,PROD-OFF-5251,Office Supplies,Paper,Sticky Notes Pack,49.46,2,0.3,1.74
ORD-2022-01938,2022-07-08,2022-07-12,Second Class,CUST-0163,Robert Smith,Consumer,United States,Columbus,Ohio,Central,PROD-OFF-1565,Office Supplies,Art,Markers Set,56.89,1,0.0,15.27
ORD-2021-01939,2021-01-30,2021-02-03,Second Class,CUST-0328,Linda Anderson,Home Office,United States,Raleigh,North Carolina,South,PROD-FUR-3856,Furniture,Storage,Storage Ottoman,355.85,5,0.5,-115.98
ORD-2021-01940,2021-04-03,2021-04-09,Standard Class,CUST-0001,James Wilson,Consumer,United States,Orlando,Florida,East,PROD-OFF-6420,Office Supplies,Paper,Cardstock,132.54,2,0.2,10.0
ORD-2023-01941,2023-12-23,2023-12-26,Second Class,CUST-0171,William Jackson,Home Office,United States,Columbus,Ohio,Central,PROD-OFF-6972,Office Supplies,Paper,Photo Paper,332.85,5,0.0,123.42
ORD-2023-01942,2023-06-21,2023-06-25,Second Class,CUST-0147,David Martinez,Home Office,United States,Minneapolis,Minnesota,Central,PROD-FUR-1058,Furniture,Tables,Side Table,372.65,1,0.0,46.36
ORD-2023-01943,2023-05-22,2023-05-27,Second Class,CUST-0268,Linda Anderson,Home Office,United States,Montgomery,Alabama,South,PROD-OFF-1565,Office Supplies,Art,Markers Set,176.16,2,0.0,56.42
ORD-2023-01944,2023-03-23,2023-03-27,Second Class,CUST-0055,Joseph Thompson,Home Office,United States,Philadelphia,Pennsylvania,East,PROD-OFF-1283,Office Supplies,Binders,Spiral Notebook,40.7,1,0.2,2.61
ORD-2023-01945,2023-01-09,2023-01-13,Second Class,CUST-0367,David Martinez,Home Office,United States,Charlotte,North Carolina,South,PROD-OFF-0722,Office Supplies,Binders,3-Ring Binder,140.53,5,0.1,26.33
ORD-2023-01946,2023-06-28,2023-07-03,Standard Class,CUST-0197,Thomas Moore,Corporate,United States,Springfield,Illinois,Central,PROD-FUR-3856,Furniture,Storage,Storage Ottoman,961.04,4,0.0,139.19
ORD-2021-01947,2021-07-04,2021-07-11,Standard Class,CUST-0077,Thomas Moore,Corporate,United States,Miami,Florida,East,PROD-OFF-6420,Office Supplies,Paper,Cardstock,50.2,1,0.3,3.59
ORD-2021-01948,2021-02-17,2021-02-19,First Class,CUST-0121,James Wilson,Consumer,United States,Cambridge,Massachusetts,East,PROD-FUR-7576,Furniture,Bookcases,Wall Bookcase,730.89,2,0.1,-4.31
ORD-2021-01949,2021-02-25,2021-02-25,Same Day,CUST-0117,Thomas Moore,Corporate,United States,Charlotte,North Carolina,South,PROD-OFF-3860,Office Supplies,Fasteners,Stapler,167.26,2,0.1,26.35
ORD-2023-01950,2023-07-07,2023-07-14,Standard Class,CUST-0144,Jennifer Davis,Corporate,United States,San Diego,California,West,PROD-FUR-7576,Furniture,Bookcases,Wall Bookcase,2226.59,4,0.2,-88.82
ORD-2023-01951,2023-10-14,2023-10-19,Standard Class,CUST-0304,Jennifer Davis,Home Office,United States,Baton Rouge,Louisiana,South,PROD-OFF-1565,Office Supplies,Art,Markers Set,175.07,2,0.1,34.33
ORD-2021-01952,2021-05-13,2021-05-20,Standard Class,CUST-0030,Barbara Thomas,Home Office,United States,Denver,Colorado,West,PROD-FUR-0848,Furniture,Tables,Coffee Table,531.62,2,0.0,31.32
ORD-2023-01953,2023-11-15,2023-11-20,Standard Class,CUST-0269,John Taylor,Consumer,United States,Cleveland,Ohio,Central,PROD-TEC-4080,Technology,Monitors,"Dell UltraSharp 24""",859.75,1,0.0,156.4
ORD-2021-01954,2021-08-11,2021-08-18,Standard Class,CUST-0342,Maria Garcia,Home Office,United States,Buffalo,New York,East,PROD-FUR-9533,Furniture,Chairs,Gaming Chair,241.3,1,0.0,23.19
ORD-2023-01955,2023-12-08,2023-12-13,Second Class,CUST-0391,William Jackson,Consumer,United States,Portland,Oregon,West,PROD-OFF-6972,Office Supplies,Paper,Photo Paper,282.5,4,0.2,46.08
ORD-2021-01956,2021-03-17,2021-03-19,First Class,CUST-0233,Richard Harris,Home Office,United States,Buffalo,New York,East,PROD-TEC-3592,Technology,Monitors,"Samsung 32"" Curved",984.92,3,0.3,27.62
ORD-2022-01957,2022-04-04,2022-04-11,Standard Class,CUST-0262,Maria Garcia,Home Office,United States,Pittsburgh,Pennsylvania,East,PROD-TEC-4633,Technology,Computers,Lenovo ThinkPad,1033.09,2,0.3,-8.97
ORD-2023-01958,2023-08-01,2023-08-05,Second Class,CUST-0266,Patricia Johnson,Home Office,United States,Memphis,Tennessee,South,PROD-TEC-2686,Technology,Computers,HP Spectre,703.35,1,0.1,117.03
ORD-2021-01959,2021-07-27,2021-07-31,First Class,CUST-0112,Elizabeth White,Consumer,United States,Pittsburgh,Pennsylvania,East,PROD-FUR-2026,Furniture,Storage,Filing Cabinet,589.65,3,0.1,9.05
ORD-2023-01960,2023-01-03,2023-01-08,Standard Class,CUST-0269,John Taylor,Corporate,United States,Cleveland,Ohio,Central,PROD-OFF-6420,Office Supplies,Paper,Cardstock,71.9,2,0.4,-10.67
ORD-2023-01961,2023-11-09,2023-11-12,Second Class,CUST-0040,Karen Clark,Corporate,United States,Orlando,Florida,East,PROD-OFF-4823,Office Supplies,Art,Sketch Pad,69.27,1,0.0,23.84
ORD-2022-01962,2022-10-23,2022-10-25,First Class,CUST-0206,Patricia Johnson,Home Office,United States,Eugene,Oregon,West,PROD-TEC-1559,Technology,Phones,Samsung Galaxy S23,1745.14,4,0.5,-321.21
